week,location,average_price
22/11/2014,Coimbatore,73.09(84.36)
22/11/2014,Tea Serve,49.34(80.37)
15/11/2014,Kolkata,161.67(144.73)
15/11/2014,Guwahati,140.05(130.55)
15/11/2014,Siliguri,128.50(121.57)
15/11/2014,Jalpaiguri,NS(NS)
15/11/2014,mjunction,
15/11/2014,Cochin,87.08(104.03)
15/11/2014,Coonoor,60.91(74.35)
15/11/2014,Coimbatore,72.73(82.51)
15/11/2014,Tea Serve,49.50(77.55)
08/11/2014,Kolkata,156.50(144.78)
08/11/2014,Guwahati,137.04(131.78)
08/11/2014,Siliguri,123.03(120.62)
08/11/2014,Jalpaiguri,86.90(83.27)
08/11/2014,mjunction,
08/11/2014,Cochin,88.71(107.97)
08/11/2014,Coonoor,62.74(71.71)
08/11/2014,Coimbatore,74.44(81.88)
08/11/2014,Tea Serve,48.79(75.77)
01/11/2014,Kolkata,153.01(145.11)
01/11/2014,Guwahati,136.55(130.12)
01/11/2014,Siliguri,126.00(117.66)
01/11/2014,Jalpaiguri,99.34(85.00)
01/11/2014,mjunction,
01/11/2014,Cochin,88.88(109.59)
01/11/2014,Coonoor,63.44(73.69)
01/11/2014,Coimbatore,74.76(NS)
01/11/2014,Tea Serve,50.72(75.48)
25/10/2014,Kolkata,151.69(148.04)
25/10/2014,Guwahati,136.59(132.51)
25/10/2014,Siliguri,119.78(118.36)
25/10/2014,Jalpaiguri,NS(NS)
25/10/2014,mjunction,
25/10/2014,Cochin,93.57(108.72)
25/10/2014,Coonoor,65.14(77.29)
25/10/2014,Coimbatore,(NS)85.07
25/10/2014,Tea Serve,49.29(76.88)
18/10/2014,Kolkata,151.82(NS)
18/10/2014,Guwahati,136.25(NS)
18/10/2014,Siliguri,119.85(NS)
18/10/2014,Jalpaiguri,NS(NS)
18/10/2014,mjunction,
18/10/2014,Cochin,97.69(111.16)
18/10/2014,Coonoor,69.82(79.37)
18/10/2014,Coimbatore,80.16(89.75)
18/10/2014,Tea Serve,50.23(78.49)
11/10/2014,Kolkata,150.25(148.81)
11/10/2014,Guwahati,135.50(137.32)
11/10/2014,Siliguri,121.34(115.06)
11/10/2014,Jalpaiguri,NS(NS)
11/10/2014,mjunction,
11/10/2014,Cochin,100.06(118.35)
11/10/2014,Coonoor,72.99(84.45)
11/10/2014,Coimbatore,79.19(96.25)
11/10/2014,Tea Serve,50.87(82.92)
04/10/2014,Kolkata,NS(148.01)
04/10/2014,Guwahati,NS(135.36)
04/10/2014,Siliguri,NS(116.84)
04/10/2014,Jalpaiguri,NS(85.65)
04/10/2014,mjunction,
04/10/2014,Cochin,99.47(122.77)
04/10/2014,Coonoor,76.14(86.29)
04/10/2014,Coimbatore,83.71(95.26)
04/10/2014,Tea Serve,52.21(85.66)
27/09/2014,Kolkata,149.44(148.10)
27/09/2014,Guwahati,137.67(131.59)
27/09/2014,Siliguri,122.03(117.97)
27/09/2014,Jalpaiguri,106.27(87.74)
27/09/2014,mjunction,
27/09/2014,Cochin,100.46(130.67)
27/09/2014,Coonoor,76.53(87.94)
27/09/2014,Coimbatore,77.70(98.44)
27/09/2014,Tea Serve,51.51(87.05)
20/09/2014,Kolkata,152.43(145.77)
20/09/2014,Guwahati,135.82(131.85)
20/09/2014,Siliguri,124.20(116.66)
20/09/2014,Jalpaiguri,93.14(85.59)
20/09/2014,mjunction,
20/09/2014,Cochin,98.45(NS)
20/09/2014,Coonoor,74.67(87.87)
20/09/2014,Coimbatore,75.91(99.81)
20/09/2014,Tea Serve,48.98(89.14)
13/09/2014,Kolkata,147.62(145.36)
13/09/2014,Guwahati,142.00(131.08)
13/09/2014,Siliguri,123.96(115.78)
13/09/2014,Jalpaiguri,106.60(93.50)
13/09/2014,mjunction,
13/09/2014,Cochin,NS(128.62)
13/09/2014,Coonoor,70.44(87.93)
13/09/2014,Coimbatore,71.55(101.39)
13/09/2014,Tea Serve,48.21(90.39
06/09/2014,Kolkata,151.73(144.05)
06/09/2014,Guwahati,140.92(129.23)
06/09/2014,Siliguri,123.22(113.91)
06/09/2014,Jalpaiguri,NS(88.22)
06/09/2014,mjunction,
06/09/2014,Cochin,96.22(128.20)
06/09/2014,Coonoor,66.79(86.68)
06/09/2014,Coimbatore,71.43(98.95)
06/09/2014,Tea Serve,49.11(92.87)
30/08/2014,Kolkata,155.34(146.59)
30/08/2014,Guwahati,145.57(132.27)
30/08/2014,Siliguri,121.54(114.81)
30/08/2014,Jalpaiguri,92.99(91.33)
30/08/2014,mjunction,
30/08/2014,Cochin,94.47(125.16)
30/08/2014,Coonoor,63.04(86.43)
30/08/2014,Coimbatore,68.27(95.25)
30/08/2014,Tea Serve,52.42(88.10)
23/08/2014,Kolkata,157.06(146.78)
23/08/2014,Guwahati,146.97(132.56)
23/08/2014,Siliguri,124.24(116.48)
23/08/2014,Jalpaiguri,102.39(91.02)
23/08/2014,mjunction,
23/08/2014,Cochin,93.65(121.70)
23/08/2014,Coonoor,62.70(84.40)
23/08/2014,Coimbatore,70.40(92.96)
23/08/2014,Tea Serve,50.19(84.17)
16/08/2014,Kolkata,161.16(155.04)
16/08/2014,Guwahati,151.07(134.78)
16/08/2014,Siliguri,127.60(115.81)
16/08/2014,Jalpaiguri,103.25(91.10)
16/08/2014,mjunction,
16/08/2014,Cochin,95.41(123.24)
16/08/2014,Coonoor,62.45(84.85)
16/08/2014,Coimbatore,69.18(92.94)
16/08/2014,Tea Serve,50.73(84.54)
09/08/2014,Kolkata,164.98(150.85)
09/08/2014,Guwahati,152.84(139.61)
09/08/2014,Siliguri,129.43(118.32)
09/08/2014,Jalpaiguri,105.93(90.24)
09/08/2014,mjunction,
09/08/2014,Cochin,92.55(123.69)
09/08/2014,Coonoor,63.93(84.59)
09/08/2014,Coimbatore,69.77(94.01)
09/08/2014,Tea Serve,53.22(86.24)
02/08/2014,Kolkata,169.05(147.60)
02/08/2014,Guwahati,158.57(140.94)
02/08/2014,Siliguri,132.00(121.56)
02/08/2014,Jalpaiguri,120.00(92.41)
02/08/2014,mjunction,
02/08/2014,Cochin,97.51(117.24)
02/08/2014,Coonoor,66.39(85.20)
02/08/2014,Coimbatore,70.51(92.35)
02/08/2014,Tea Serve,55.80(87.94)
26/07/2014,Kolkata,176.66(150.47)
26/07/2014,Guwahati,162.26(142.14)
26/07/2014,Siliguri,134.38(123.97)
26/07/2014,Jalpaiguri,114.73(94.78)
26/07/2014,mjunction,
26/07/2014,Cochin,98.73(116.45)
26/07/2014,Coonoor,65.60(83.93)
26/07/2014,Coimbatore,72.59(91.76)
26/07/2014,Tea Serve,57.05(91.87)
19/07/2014,Kolkata,181.20(153.68)
19/07/2014,Guwahati,165.71(144.93)
19/07/2014,Siliguri,138.56(124.85)
19/07/2014,Jalpaiguri,106.06(93.70)
19/07/2014,mjunction,
19/07/2014,Cochin,95.80(113.79)
19/07/2014,Coonoor,66.66(85.41)
19/07/2014,Coimbatore,73.92(91.64)
19/07/2014,Tea Serve,56.97(91.78)
12/07/2014,Kolkata,189.38(157.33)
12/07/2014,Guwahati,174.07(146.80)
12/07/2014,Siliguri,144.10(126.88)
12/07/2014,Jalpaiguri,114.19(101.53)
12/07/2014,mjunction,
12/07/2014,Cochin,96.80(109.65)
12/07/2014,Coonoor,74.71(87.99)
12/07/2014,Coimbatore,80.55(92.33)
12/07/2014,Tea Serve,55.22(92.50)
05/07/2014,Kolkata,186.10(158.62)
05/07/2014,Guwahati,174.18(148.91)
05/07/2014,Siliguri,148.12(128.06)
05/07/2014,Jalpaiguri,117.47(103.42)
05/07/2014,mjunction,
05/07/2014,Cochin,94.77(109.09)
05/07/2014,Coonoor,73.04(91.00)
05/07/2014,Coimbatore,76.15(95.76)
05/07/2014,Tea Serve,57.62(94.23)
28/06/2014,Kolkata,182.85(155.34)
28/06/2014,Guwahati,177.29(147.02)
28/06/2014,Siliguri,154.99(133.01)
28/06/2014,Jalpaiguri,NS(100.64)
28/06/2014,mjunction,
28/06/2014,Cochin,94.54(109.66)
28/06/2014,Coonoor,76.27(91.85)
28/06/2014,Coimbatore,80.66(95.99)
28/06/2014,Tea Serve,57.97(92.75)
21/06/2014,Kolkata,174.66(148.54)
21/06/2014,Guwahati,176.29(142.94)
21/06/2014,Siliguri,158.51(137.11)
21/06/2014,Jalpaiguri,NS(109.64)
21/06/2014,mjunction,
21/06/2014,Cochin,92.98(109.02)
21/06/2014,Coonoor,76.38(91.59)
21/06/2014,Coimbatore,78.74(95.75)
21/06/2014,Tea Serve,59.46(93.31)
14/06/2014,Kolkata,166.56(144.87)
14/06/2014,Guwahati,171.55(141.25)
14/06/2014,Siliguri,151.22(139.41)
14/06/2014,Jalpaiguri,NS(112.13)
14/06/2014,mjunction,
14/06/2014,Cochin,92.13(108.96)
14/06/2014,Coonoor,75.26(90.54)
14/06/2014,Coimbatore,82.77(95.67)
14/06/2014,Tea Serve,58.71(90.33)
07/06/2014,Kolkata,162.49(147.56)
07/06/2014,Guwahati,163.39(138.74)
07/06/2014,Siliguri,143.90(138.86)
07/06/2014,Jalpaiguri,NS(113.50)
07/06/2014,mjunction,
07/06/2014,Cochin,94.48(111.20)
07/06/2014,Coonoor,76.43(91.96)
07/06/2014,Coimbatore,85.56(95.82)
07/06/2014,Tea Serve,60.00(88.45)
31/05/2014,Kolkata,160.14(149.53)
31/05/2014,Guwahati,163.76(135.41)
31/05/2014,Siliguri,137.38(137.83)
31/05/2014,Jalpaiguri,NS(113.96)
31/05/2014,mjunction,
31/05/2014,Cochin,99.06(113.82)
31/05/2014,Coonoor,78.29(92.19)
31/05/2014,Coimbatore,86.53(96.97)
31/05/2014,Tea Serve,61.77(89.67)
24/05/2014,Kolkata,160.61(151.69)
24/05/2014,Guwahati,160.93(141.91)
24/05/2014,Siliguri,140.85(134.02)
24/05/2014,Jalpaiguri,NS(122.20)
24/05/2014,mjunction,
24/05/2014,Cochin,103.20(110.63)
24/05/2014,Coonoor,80.89(92.33)
24/05/2014,Coimbatore,88.36(95.30)
24/05/2014,Tea Serve,61.53(87.42)
17/05/2014,Kolkata,164.01(155.68)
17/05/2014,Guwahati,158.48(148.31)
17/05/2014,Siliguri,138.36(127.96)
17/05/2014,Jalpaiguri,N.S.(N.S)
17/05/2014,mjunction,
17/05/2014,Cochin,107.17(107.59)
17/05/2014,Coonoor,79.82(91.30)
17/05/2014,Coimbatore,91.43(93.34)
17/05/2014,Tea Serve,62.40(84.80)
10/05/2014,Kolkata,161.06(153.75)
10/05/2014,Guwahati,165.04(145.64)
10/05/2014,Siliguri,140.12(129.75)
10/05/2014,Jalpaiguri,N.S.(N.S)
10/05/2014,mjunction,
10/05/2014,Cochin,108.17(108.70)
10/05/2014,Coonoor,82.38(93.37)
10/05/2014,Coimbatore,92.06(93.02)
10/05/2014,Tea Serve,63.31(82.59)
03/05/2014,Kolkata,167.02(158.93)
03/05/2014,Guwahati,166.38(151.43)
03/05/2014,Siliguri,146.68(130.20)
03/05/2014,Jalpaiguri,N.S.(N.S)
03/05/2014,mjunction,
03/05/2014,Cochin,111.32(117.51)
03/05/2014,Coonoor,80.67(97.28)
03/05/2014,Coimbatore,88.58(99.00)
03/05/2014,Tea Serve,60.93(83.61)
26/04/2014,Kolkata,167.68(157.00)
26/04/2014,Guwahati,159.54(156.28)
26/04/2014,Siliguri,145.82(132.53)
26/04/2014,Jalpaiguri,N.S.(138.68)
26/04/2014,mjunction,
26/04/2014,Cochin,107.64(124.09)
26/04/2014,Coonoor,77.30(100.64)
26/04/2014,Coimbatore,85.30(103.43)
26/04/2014,Tea Serve,65.11(87.24)
19/04/2014,Kolkata,133.67(156.49)
19/04/2014,Guwahati,140.78(163.52)
19/04/2014,Siliguri,150.23(138.81)
19/04/2014,Jalpaiguri,N.S.(N.S.)
19/04/2014,mjunction,
19/04/2014,Cochin,NS(126.37)
19/04/2014,Coonoor,72.27(102.82)
19/04/2014,Coimbatore,81.85(105.52)
19/04/2014,Tea Serve,66.56(89.94)
12/04/2014,Kolkata,162.95(137.72)
12/04/2014,Guwahati,164.36(157.50)
12/04/2014,Siliguri,149.73(144.43)
12/04/2014,Jalpaiguri,N.S.(N.S.)
12/04/2014,mjunction,
12/04/2014,Cochin,108.60(129.78)
12/04/2014,Coonoor,72.68(105.02)
12/04/2014,Coimbatore,82.75(110.35)
12/04/2014,Tea Serve,65.13(91.84)
05/04/2014,Kolkata,113.96(132.08)
05/04/2014,Guwahati,131.47(131.67)
05/04/2014,Siliguri,148.92(143.98)
05/04/2014,Jalpaiguri,N.S.(N.S.)
05/04/2014,mjunction,
05/04/2014,Cochin,109.34(131.81)
05/04/2014,Coonoor,72.24(109.48)
05/04/2014,Coimbatore,82.89(113.03)
05/04/2014,Tea Serve,64.64(96.11)
29/03/2014,Kolkata,102.38(NS)
29/03/2014,Guwahati,91.43(NS)
29/03/2014,Siliguri,95.63(NS)
29/03/2014,Jalpaiguri,N.S.(N.S.)
29/03/2014,mjunction,
29/03/2014,Cochin,109.19(NS)
29/03/2014,Coonoor,73.59(109.63)
29/03/2014,Coimbatore,84.07(117.47)
29/03/2014,Tea Serve,67.56(96.79)
22/03/2014,Kolkata,NS(134.46)
22/03/2014,Guwahati,NS(127.98)
22/03/2014,Siliguri,NS(134.72)
22/03/2014,Jalpaiguri,N.S.(N.S.)
22/03/2014,mjunction,
22/03/2014,Cochin,107.35(134.62)
22/03/2014,Coonoor,76.32(110.75)
22/03/2014,Coimbatore,83.51(116.04)
22/03/2014,Tea Serve,70.72(99.61)
15/03/2014,Kolkata,NS(NS)
15/03/2014,Guwahati,NS(NS)
15/03/2014,Siliguri,NS(NS)
15/03/2014,Jalpaiguri,N.S.(N.S.)
15/03/2014,mjunction,
15/03/2014,Cochin,106.92(124.30)
15/03/2014,Coonoor,80.85(107.93)
15/03/2014,Coimbatore,85.76(111.60)
15/03/2014,Tea Serve,70.64(94.41)
08/03/2014,Kolkata,109.66(137.56)
08/03/2014,Guwahati,109.59(122.39)
08/03/2014,Siliguri,95.06(124.68)
08/03/2014,Jalpaiguri,N.S.(N.S.)
08/03/2014,mjunction,
08/03/2014,Cochin,107.63(116.86)
08/03/2014,Coonoor,82.25(104.00)
08/03/2014,Coimbatore,87.79(107.23)
08/03/2014,Tea Serve,75.49(91.28)
01/03/2014,Kolkata,N.S.(140.62)
01/03/2014,Guwahati,N.S.(N.S.)
01/03/2014,Siliguri,N.S.(N.S.)
01/03/2014,Jalpaiguri,N.S.(N.S.)
01/03/2014,mjunction,
01/03/2014,Cochin,108.24(110.03)
01/03/2014,Coonoor,82.84(99.83)
01/03/2014,Coimbatore,91.12(102.18)
01/03/2014,Tea Serve,74.76(84.98)
22/02/2014,Kolkata,114.99(133.19)
22/02/2014,Guwahati,115.12(121.85)
22/02/2014,Siliguri,95.60(121.78)
22/02/2014,Jalpaiguri,N.S.(N.S.)
22/02/2014,mjunction,
22/02/2014,Cochin,111.42(107.89)
22/02/2014,Coonoor,83.28(97.86)
22/02/2014,Coimbatore,91.78(99.32)
22/02/2014,Tea Serve,71.98(87.03)
15/02/2014,Kolkata,116.41(128.29)
15/02/2014,Guwahati,110.56(120.77)
15/02/2014,Siliguri,98.59(116.31)
15/02/2014,Jalpaiguri,N.S.(N.S.)
15/02/2014,mjunction,
15/02/2014,Cochin,111.91(105.71)
15/02/2014,Coonoor,85.79(98.37)
15/02/2014,Coimbatore,89.69(97.92)
15/02/2014,Tea Serve,73.82(91.77)
08/02/2014,Kolkata,119.04(130.35)
08/02/2014,Guwahati,105.06(119.13)
08/02/2014,Siliguri,105.34(113.36)
08/02/2014,Jalpaiguri,N.S.(N.S.)
08/02/2014,mjunction,
08/02/2014,Cochin,109.64(104.55)
08/02/2014,Coonoor,84.79(98.71)
08/02/2014,Coimbatore,90.46(97.61)
08/02/2014,Tea Serve,74.49(91.99)
01/02/2014,Kolkata,120.33(130.71)
01/02/2014,Guwahati,107.47(116.72)
01/02/2014,Siliguri,106.67(114.94)
01/02/2014,Jalpaiguri,N.S.(N.S.)
01/02/2014,mjunction,
01/02/2014,Cochin,109.07(102.89)
01/02/2014,Coonoor,84.47(98.21)
01/02/2014,Coimbatore,92.61(97.72)
01/02/2014,Tea Serve,74.80(93.47)
25/01/2014,Kolkata,125.62(139.69)
25/01/2014,Guwahati,107.82(116.64)
25/01/2014,Siliguri,110.77(112.69)
25/01/2014,Jalpaiguri,N.S.(N.S.)
25/01/2014,mjunction,
25/01/2014,Cochin,106.80(101.43)
25/01/2014,Coonoor,82.79(98.16)
25/01/2014,Coimbatore,90.20(96.95)
25/01/2014,Tea Serve,79.43(94.34)
18/01/2014,Kolkata,129.64(137.50)
18/01/2014,Guwahati,107.86(121.70)
18/01/2014,Siliguri,113.71(115.51)
18/01/2014,Jalpaiguri,N.S.(98.42)
18/01/2014,mjunction,
18/01/2014,Cochin,112.07(101.62)
18/01/2014,Coonoor,82.15(97.55)
18/01/2014,Coimbatore,88.96(96.20)
18/01/2014,Tea Serve,82.59(97.48)
11/01/2014,Kolkata,136.13(142.04)
11/01/2014,Guwahati,113.20(122.05)
11/01/2014,Siliguri,118.12(118.56)
11/01/2014,Jalpaiguri,N.S.(97.68)
11/01/2014,mjunction,
11/01/2014,Cochin,110.29(104.11)
11/01/2014,Coonoor,78.45(99.35)
11/01/2014,Coimbatore,84.12(98.31)
11/01/2014,Tea Serve,73.58(98.99)
04/01/2014,Kolkata,145.31(144.54)
04/01/2014,Guwahati,116.88(130.10)
04/01/2014,Siliguri,122.44(121.08)
04/01/2014,Jalpaiguri,N.S.(99.40)
04/01/2014,mjunction,
04/01/2014,Cochin,100.85(103.70)
04/01/2014,Coonoor,76.76(99.80)
04/01/2014,Coimbatore,82.52(98.81)
04/01/2014,Tea Serve,69.68(101.73)
27/12/2014,Kolkata,155.77(146.01)
27/12/2014,Guwahati,126.14(117.94)
27/12/2014,Siliguri,125.58(123.35)
27/12/2014,Jalpaiguri,NS(NS)
27/12/2014,mjunction,
27/12/2014,Cochin,NS(NS)
27/12/2014,Coonoor,NS(NS)
27/12/2014,Coimbatore,NS(NS)
27/12/2014,Tea Serve,NS(NS)
20/12/2014,Kolkata,163.76(148.05)
20/12/2014,Guwahati,125.91(118.79)
20/12/2014,Siliguri,120.92(120.25)
20/12/2014,Jalpaiguri,NS(NS)
20/12/2014,mjunction,
20/12/2014,Cochin,102.49(100.84)
20/12/2014,Coonoor,69.38(73.93)
20/12/2014,Coimbatore,74.70(80.39)
20/12/2014,Tea Serve,49.74(76.66)
13/12/2014,Kolkata,164.96(151.47)
13/12/2014,Guwahati,133.03(121.88)
13/12/2014,Siliguri,120.28(115.78)
13/12/2014,Jalpaiguri,NS(NS)
13/12/2014,mjunction,
13/12/2014,Cochin,98.72(99.15)
13/12/2014,Coonoor,66.33(72.39)
13/12/2014,Coimbatore,75.10(79.87)
13/12/2014,Tea Serve,49.87(76.89)
06/12/2014,Kolkata,169.09(156.78)
06/12/2014,Guwahati,133.88(124.74)
06/12/2014,Siliguri,120.98(120.67)
06/12/2014,Jalpaiguri,NS(NS)
06/12/2014,mjunction,
06/12/2014,Cochin,94.38(99.92)
06/12/2014,Coonoor,64.72(73.04)
06/12/2014,Coimbatore,75.15(81.17)
06/12/2014,Tea Serve,50.13(75.60)
29/11/2014,Kolkata,167.24(158.71)
29/11/2014,Guwahati,135.17(124.23)
29/11/2014,Siliguri,122.26(123.10)
29/11/2014,Jalpaiguri,NS(NS)
29/11/2014,mjunction,
29/11/2014,Cochin,92.29(105.69)
29/11/2014,Coonoor,63.33(75.04)
29/11/2014,Coimbatore,73.44(81.08)
29/11/2014,Tea Serve,49.15(75.05)
22/11/2014,Kolkata,170.68(153.56)
22/11/2014,Guwahati,135.26(126.28)
22/11/2014,Siliguri,128.12(126.57)
22/11/2014,Jalpaiguri,NS(NS)
22/11/2014,mjunction,
22/11/2014,Cochin,89.78(107.75)
22/11/2014,Coonoor,61.96(76.78)
22/11/2014,Coimbatore,73.11(84.38)
22/11/2014,Tea Serve,49.34(80.97)
15/11/2014,Kolkata,166.21(155.04)
15/11/2014,Guwahati,140.02(130.78)
15/11/2014,Siliguri,128.50(121.57)
15/11/2014,Jalpaiguri,NS(NS)
15/11/2014,mjunction,
15/11/2014,Cochin,90.37(107.67)
15/11/2014,Coonoor,61.37(74.84)
15/11/2014,Coimbatore,72.73(82.56)
15/11/2014,Tea Serve,49.50(77.55)
08/11/2014,Kolkata,160.72(153.35)
08/11/2014,Guwahati,137.12(131.90)
08/11/2014,Siliguri,123.03(120.62)
08/11/2014,Jalpaiguri,86.90(83.27)
08/11/2014,mjunction,
08/11/2014,Cochin,92.84(111.44)
08/11/2014,Coonoor,63.31(72.13)
08/11/2014,Coimbatore,74.44(81.88)
08/11/2014,Tea Serve,48.79(75.77)
01/11/2014,Kolkata,157.87(153.98)
01/11/2014,Guwahati,136.53(130.49)
01/11/2014,Siliguri,126.00(117.66)
01/11/2014,Jalpaiguri,99.34(85.00)
01/11/2014,mjunction,
01/11/2014,Cochin,93.87(112.25)
01/11/2014,Coonoor,63.81(74.62)
01/11/2014,Coimbatore,74.67(NS)
01/11/2014,Tea Serve,50.72(75.48)
25/10/2014,Kolkata,160.08(158.61)
25/10/2014,Guwahati,136.61(132.59)
25/10/2014,Siliguri,119.78(118.36)
25/10/2014,Jalpaiguri,NS(NS)
25/10/2014,mjunction,
25/10/2014,Cochin,98.38(110.77)
25/10/2014,Coonoor,65.71(78.07)
25/10/2014,Coimbatore,NS(85.18)
25/10/2014,Tea Serve,49.29(76.88)
18/10/2014,Kolkata,158.94(NS)
18/10/2014,Guwahati,136.21(NS)
18/10/2014,Siliguri,119.85(NS)
18/10/2014,Jalpaiguri,NS(NS)
18/10/2014,mjunction,
18/10/2014,Cochin,102.26(113.58)
18/10/2014,Coonoor,70.74(80.08)
18/10/2014,Coimbatore,80.14(89.93)
18/10/2014,Tea Serve,50.23(78.49)
11/10/2014,Kolkata,157.68(162.20)
11/10/2014,Guwahati,135.47(137.59)
11/10/2014,Siliguri,121.34(115.07)
11/10/2014,Jalpaiguri,NS(NS)
11/10/2014,mjunction,
11/10/2014,Cochin,103.32(120.25)
11/10/2014,Coonoor,73.56(85.01)
11/10/2014,Coimbatore,79.17(96.24)
11/10/2014,Tea Serve,50.87(82.92)
04/10/2014,Kolkata,NS(161.04)
04/10/2014,Guwahati,NS(135.68)
04/10/2014,Siliguri,NS(116.84)
04/10/2014,Jalpaiguri,NS(85.65)
04/10/2014,mjunction,
04/10/2014,Cochin,102.62(125.13)
04/10/2014,Coonoor,76.39(86.89)
04/10/2014,Coimbatore,83.68(95.25)
04/10/2014,Tea Serve,52.21(85.66)
27/09/2014,Kolkata,165.25(158.08)
27/09/2014,Guwahati,137.65(131.80)
27/09/2014,Siliguri,122.03(117.97)
27/09/2014,Jalpaiguri,106.27(87.74)
27/09/2014,mjunction,
27/09/2014,Cochin,102.41(131.49)
27/09/2014,Coonoor,77.00(88.59)
27/09/2014,Coimbatore,77.65(98.46)
27/09/2014,Tea Serve,51.51(87.05)
20/09/2014,Kolkata,161.86(158.47)
20/09/2014,Guwahati,135.79(132.28)
20/09/2014,Siliguri,124.20(116.66)
20/09/2014,Jalpaiguri,93.14(85.59)
20/09/2014,mjunction,
20/09/2014,Cochin,99.88(NS)
20/09/2014,Coonoor,75.29(88.11)
20/09/2014,Coimbatore,76.07(99.75)
20/09/2014,Tea Serve,48.98(89.14)
13/09/2014,Kolkata,157.53(160.10)
13/09/2014,Guwahati,141.95(131.45)
13/09/2014,Siliguri,123.96(115.78)
13/09/2014,Jalpaiguri,106.60(93.50)
13/09/2014,mjunction,
13/09/2014,Cochin,NS(130.17)
13/09/2014,Coonoor,71.07(88.28)
13/09/2014,Coimbatore,71.65(101.06)
13/09/2014,Tea Serve,48.21(90.39)
06/09/2014,Kolkata,161.33(156.74)
06/09/2014,Guwahati,140.90(129.54)
06/09/2014,Siliguri,123.22(113.91)
06/09/2014,Jalpaiguri,NS(88.22)
06/09/2014,mjunction,
06/09/2014,Cochin,98.32(129.41)
06/09/2014,Coonoor,67.32(87.02)
06/09/2014,Coimbatore,71.59(98.80)
06/09/2014,Tea Serve,49.11(92.87)
30/08/2014,Kolkata,165.44(161.28)
30/08/2014,Guwahati,145.57(132.69)
30/08/2014,Siliguri,121.54(114.81)
30/08/2014,Jalpaiguri,92.99(91.33)
30/08/2014,mjunction,
30/08/2014,Cochin,95.46(126.81)
30/08/2014,Coonoor,63.70(86.71)
30/08/2014,Coimbatore,68.26(95.19)
30/08/2014,Tea Serve,52.42(88.10)
23/08/2014,Kolkata,168.47(161.67)
23/08/2014,Guwahati,147.00(132.92)
23/08/2014,Siliguri,124.24(116.48)
23/08/2014,Jalpaiguri,102.39(91.02)
23/08/2014,mjunction,
23/08/2014,Cochin,94.90(123.39)
23/08/2014,Coonoor,63.30(84.73)
23/08/2014,Coimbatore,70.64(92.90)
23/08/2014,Tea Serve,50.19(84.17)
16/08/2014,Kolkata,173.18(173.07)
16/08/2014,Guwahati,151.07(135.10)
16/08/2014,Siliguri,127.60(115.81)
16/08/2014,Jalpaiguri,103.25(91.10)
16/08/2014,mjunction,
16/08/2014,Cochin,96.37(124.40)
16/08/2014,Coonoor,63.21(85.13)
16/08/2014,Coimbatore,69.57(92.92)
16/08/2014,Tea Serve,50.73(84.54)
09/08/2014,Kolkata,177.98(169.95)
09/08/2014,Guwahati,152.88(139.88)
09/08/2014,Siliguri,129.43(118.32)
09/08/2014,Jalpaiguri,105.93(90.24)
09/08/2014,mjunction,
09/08/2014,Cochin,94.01(124.90)
09/08/2014,Coonoor,64.36(84.79)
